user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.41	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	GCA_000433035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	99.55	0.755	GCA_000433035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp000433035	99.55	0.755	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539265.1, s__CAG-313 sp900539265, 95.0, 91.05, 0.654	51.69	11	N/A	Genome has more than 12.5% of markers with multiple hits
bin.42	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.38	0.797	GCF_025147485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	98.38	0.797	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000614125.1, s__Bacteroides rodentium, 95.0, 94.23, 0.632; GCF_004793475.1, s__Bacteroides muris, 95.0, 91.6, 0.538; GCA_037413095.1, s__Bacteroides sp905197435, 95.0, 87.64, 0.511; GCF_038448625.1, s__Bacteroides sp902388495, 95.0, 80.71, 0.177; GCA_905203765.1, s__Bacteroides sp905203765, 95.0, 80.08, 0.161	80.92	11	N/A	N/A
bin.43	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
bin.44	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	GCF_013009555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	99.32	0.868	GCF_013009555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	99.32	0.868	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_964248265.1, s__Phocaeicola vulgatus, 95.21, 95.08, 0.716; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 94.92, 0.37; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 94.19, 0.336; GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 94.02, 0.354; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 93.92, 0.36; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 93.85, 0.37; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 91.5, 0.42; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 89.78, 0.51; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 89.2, 0.566; GCA_963651205.1, s__Phocaeicola sp963651205, 95.0, 85.06, 0.392; GCA_947173895.1, s__Phocaeicola sp947173895, 95.0, 80.48, 0.17; GCA_902388365.1, s__Phocaeicola sp902388365, 95.0, 80.37, 0.172	96.53	11	N/A	N/A
bin.45	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.66	0.89	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.66	0.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 89.77, 0.585; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 88.96, 0.519; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.75, 0.621; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 88.47, 0.511; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 88.46, 0.49; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 88.36, 0.488; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 88.05, 0.489; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.02, 0.547; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 87.1, 0.425; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 86.89, 0.401; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 86.82, 0.446; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 86.6, 0.399; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.4, 0.435; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 85.51, 0.328; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 85.36, 0.356	73.41	11	N/A	N/A
bin.46	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	98.96	0.975	GCF_000160055.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	98.96	0.975	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	19.04	11	N/A	N/A
bin.47	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	97.77	0.896	GCF_003477605.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	97.77	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934322085.1, s__Eubacterium_F sp934322085, 95.0, 94.44, 0.777; GCA_937902905.1, s__Eubacterium_F sp937902905, 95.0, 94.18, 0.82	89.65	11	N/A	N/A
bin.48	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	98.37	0.934	GCF_020687245.1	95.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	98.37	0.934	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 96.57, 0.85; GCF_023347275.1, s__Faecalibacterium butyricigenerans, 95.0, 90.78, 0.744; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.07, 0.416; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 84.92, 0.331; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 84.61, 0.351; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 84.51, 0.356; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 84.46, 0.193; GCA_963612415.1, s__Faecalibacterium sp963612415, 95.0, 84.39, 0.19; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 84.26, 0.287; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 84.1, 0.273; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 84.02, 0.286; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 83.96, 0.295; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 83.9, 0.278; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.87, 0.27; GCA_963615785.1, s__Faecalibacterium sp963615785, 95.0, 83.83, 0.277; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 83.83, 0.194; GCF_036632915.2, s__Faecalibacterium taiwanense, 95.0, 83.63, 0.255; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 83.53, 0.177; GCA_963656875.1, s__Faecalibacterium sp963656875, 95.0, 83.41, 0.229; GCA_963660925.1, s__Faecalibacterium sp963660925, 95.0, 83.39, 0.271; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.39, 0.266; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.39, 0.242; GCF_023347535.1, s__Faecalibacterium wellingii, 95.0, 83.34, 0.25; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.23, 0.17; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.2, 0.22; GCF_040096515.1, s__Faecalibacterium tardum, 95.0, 83.08, 0.251; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 83.06, 0.249; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 83.04, 0.246; GCF_040096575.1, s__Faecalibacterium intestinale, 95.0, 83.03, 0.248; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 83.03, 0.247; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.01, 0.23; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 82.93, 0.237; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 82.91, 0.211; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.84, 0.219; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 82.83, 0.238; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.75, 0.214; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 82.73, 0.22; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 82.65, 0.189; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.65, 0.189; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.62, 0.205; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 82.59, 0.201; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.58, 0.229; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.54, 0.201; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.52, 0.218; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 82.52, 0.177; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.45, 0.181; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 82.44, 0.16; GCA_963646665.1, s__Faecalibacterium sp963646665, 95.0, 82.25, 0.188; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 82.02, 0.224; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 81.93, 0.184; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 81.81, 0.171; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.63, 0.163; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.59, 0.181; GCA_963599235.1, s__Faecalibacterium sp963599235, 95.0, 81.42, 0.179	62.23	11	N/A	N/A
bin.49	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCA_025150425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	97.18	0.906	GCA_025150425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	97.18	0.906	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 93.68, 0.661; GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 90.27, 0.475; GCA_902490585.1, s__Ruminiclostridium_E sp902490585, 95.0, 89.53, 0.507; GCA_017935365.1, s__Ruminiclostridium_E sp017935365, 95.0, 89.21, 0.483; GCA_934490165.1, s__Ruminiclostridium_E sp934490165, 95.0, 88.98, 0.43; GCA_963649995.1, s__Ruminiclostridium_E sp963649995, 95.0, 88.32, 0.331; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 88.0, 0.367	31.75	11	N/A	N/A
bin.50	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.8%)
bin.51	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
bin.6	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	GCA_003531585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	98.67	0.897	GCA_003531585.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	98.67	0.897	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945923775.1, s__CAG-115 sp945923775, 95.0, 94.77, 0.757; GCA_934456315.1, s__CAG-115 sp934456315, 95.0, 87.45, 0.475; GCA_934446565.1, s__CAG-115 sp934446565, 95.0, 86.56, 0.468; GCA_900768125.1, s__CAG-115 sp900768125, 95.0, 85.63, 0.432; GCA_937893735.1, s__CAG-115 sp937893735, 95.0, 84.39, 0.192; GCA_934448295.1, s__CAG-115 sp934448295, 95.0, 83.51, 0.268; GCA_934457235.1, s__CAG-115 sp934457235, 95.0, 83.01, 0.19; GCA_000432175.1, s__CAG-115 sp000432175, 95.0, 82.95, 0.2; GCA_934481355.1, s__CAG-115 sp934481355, 95.0, 82.86, 0.255; GCA_900542145.1, s__CAG-115 sp003507295, 95.0, 82.75, 0.238; GCA_934466475.1, s__CAG-115 sp934466475, 95.0, 82.55, 0.243; GCA_934454435.1, s__CAG-115 sp934454435, 95.0, 82.35, 0.195	88.72	11	N/A	N/A
bin.7	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.35	0.955	GCF_040096355.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__Maccoya intestinihominis	98.35	0.955	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Maccoya;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	14.61	11	N/A	N/A
bin.8	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_001406815.1, s__Agathobacter faecis, 95.0, 96.62, 0.217	27.22	11	0.99568	N/A
bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
