user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.67	0.818	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.67	0.818	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.21	11	N/A	N/A
bin.30	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.4	0.909	GCA_000432435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435	98.4	0.909	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_022768065.1, s__Fimenecus sp022768065, 95.0, 90.68, 0.748; GCA_002437245.1, s__Fimenecus sp002437245, 95.0, 90.0, 0.775	50.34	11	N/A	N/A
bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	GCF_040096185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	97.92	0.927	GCF_040096185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	97.92	0.927	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	15.65	11	N/A	N/A
bin.32	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.84	0.963	GCF_001406815.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	98.84	0.963	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.42, 0.752	32.03	11	N/A	N/A
bin.33	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.2%)
bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	GCA_000434635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	97.42	0.793	GCA_000434635.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	97.42	0.793	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900546075.1, s__Faecousia sp900546075, 95.0, 93.2, 0.703; GCA_934569225.1, s__Faecousia sp934569225, 95.0, 93.11, 0.682; GCA_934572365.1, s__Faecousia sp934572365, 95.67, 92.63, 0.74; GCA_934569215.1, s__Faecousia sp934569215, 95.1, 92.63, 0.69; GCA_002436765.1, s__Faecousia sp002436765, 95.0, 91.7, 0.692; GCA_945836055.1, s__Faecousia sp945836055, 95.0, 84.15, 0.26; GCA_029100605.1, s__Faecousia sp029100605, 95.0, 82.59, 0.24	96.66	11	N/A	N/A
bin.35	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	98.6	0.936	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	98.6	0.936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	14.85	11	N/A	N/A
bin.36	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.74	0.927	GCF_000468015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	98.74	0.927	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000980705.1, s__Ruminococcus_C sp000980705, 95.0, 84.83, 0.318; GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 83.97, 0.263; GCA_963590855.1, s__Ruminococcus_C sp963590855, 95.0, 83.92, 0.312	70.91	11	N/A	N/A
bin.37	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.9	0.85	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.9	0.85	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_036503815.1, s__Escherichia coli_F, 95.84, 96.1, 0.868; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.63, 0.662; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 92.19, 0.767; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 92.12, 0.781; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 91.89, 0.782; GCA_011881725.1, s__Escherichia coli_E, 95.0, 91.43, 0.774; GCF_014836715.1, s__Escherichia whittamii, 95.0, 91.0, 0.761; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.57, 0.728; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 90.07, 0.515; GCF_000759775.1, s__Escherichia albertii, 95.0, 89.35, 0.622	25.69	11	N/A	N/A
bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	97.67	0.883	GCA_022009815.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp000437795	97.67	0.883	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.23	11	N/A	N/A
bin.39	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
bin.4	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.47	0.909	GCA_000437595.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__UBA11524 sp000437595	97.47	0.909	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA11524;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	37.09	11	N/A	N/A
bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	GCA_900545495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	98.36	0.896	GCA_900545495.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495	98.36	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 94.56, 0.777; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 90.67, 0.639; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 89.92, 0.6; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 89.15, 0.597; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 88.34, 0.57; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 87.95, 0.545; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 87.24, 0.54; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 84.85, 0.318; GCA_003487665.1, s__Vescimonas sp003487665, 95.0, 84.71, 0.276; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 84.29, 0.222; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 84.28, 0.287; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 83.81, 0.251; GCA_945878665.1, s__Vescimonas sp945878665, 95.0, 83.76, 0.3; GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 83.63, 0.282; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 83.44, 0.254; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 83.33, 0.275; GCA_900552725.1, s__Vescimonas sp900552725, 95.0, 82.07, 0.151; GCA_934597345.1, s__Vescimonas sp934597345, 95.0, 81.97, 0.153; GCA_963628195.1, s__Vescimonas sp963628195, 95.0, 81.52, 0.176; GCA_934565655.1, s__Vescimonas sp934565655, 95.0, 81.32, 0.158; GCA_963640475.1, s__Vescimonas sp963640475, 95.0, 81.15, 0.174; GCA_963613145.1, s__Vescimonas sp963613145, 95.0, 80.91, 0.153	80.02	11	N/A	N/A
bin.41	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	GCA_000434395.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	97.69	0.87	GCA_000434395.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__CAG-568 sp000434395	97.69	0.87	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-568;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.38	11	N/A	N/A
bin.42	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	98.1	0.928	GCF_025567285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus aceti	98.1	0.928	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963600665.1, s__Coprococcus sp963600665, 95.0, 93.23, 0.702; GCA_934247115.1, s__Coprococcus sp934247115, 95.0, 90.86, 0.557; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 89.98, 0.324; GCF_025149915.1, s__Coprococcus eutactus, 95.0, 89.88, 0.477; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 89.39, 0.37; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 89.18, 0.376; GCA_934277375.1, s__Coprococcus sp934277375, 95.0, 89.16, 0.481; GCA_902461735.1, s__Coprococcus sp902461735, 95.42, 88.74, 0.398; GCA_029338615.1, s__Coprococcus sp029338615, 95.0, 88.73, 0.396; GCA_934270935.1, s__Coprococcus sp934270935, 95.18, 88.09, 0.342; GCA_016297325.1, s__Coprococcus sp016297325, 95.0, 85.85, 0.309	83.42	11	N/A	N/A
bin.43	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	GCF_000742135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	99.03	0.946	GCF_000742135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	99.03	0.946	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020526085.1, s__Klebsiella africana, 95.17, 95.31, 0.901; GCF_000828055.2, s__Klebsiella variicola, 95.0, 94.62, 0.903; GCF_002269255.1, s__Klebsiella quasivariicola, 95.0, 94.29, 0.869; GCF_020525925.1, s__Klebsiella quasipneumoniae, 95.0, 94.06, 0.881; GCF_000215745.1, s__Klebsiella aerogenes, 95.0, 88.41, 0.486; GCA_902490055.1, s__Klebsiella sp902490055, 95.0, 87.53, 0.382; GCA_029027985.1, s__Klebsiella aerogenes_A, 95.0, 87.42, 0.425; GCF_900200035.1, s__Klebsiella grimontii, 95.0, 87.14, 0.412; GCF_002925905.1, s__Klebsiella michiganensis, 95.0, 86.55, 0.415; GCF_001598695.1, s__Klebsiella oxytoca, 95.0, 86.47, 0.396; GCF_004342285.1, s__Klebsiella sp004342285, 95.0, 86.35, 0.38; GCF_009707385.1, s__Klebsiella oxytoca_C, 95.0, 86.33, 0.359; GCF_036562005.2, s__Klebsiella scottia, 95.0, 86.24, 0.274; GCF_006539725.1, s__Klebsiella terrigena, 95.0, 86.19, 0.399; GCF_006711645.1, s__Klebsiella electrica, 95.0, 86.13, 0.324; GCF_000735435.1, s__Klebsiella planticola, 95.0, 86.12, 0.352; GCF_036561965.2, s__Klebsiella lignicola, 95.0, 86.01, 0.34; GCF_013705725.1, s__Klebsiella sp013705725, 95.0, 85.97, 0.335; GCA_039594335.1, s__Klebsiella sp039594335, 95.0, 85.94, 0.275; GCF_001598295.1, s__Klebsiella ornithinolytica, 95.34, 85.9, 0.357; GCF_003261575.2, s__Klebsiella huaxiensis, 95.0, 85.85, 0.322; GCF_902158555.1, s__Klebsiella spallanzanii, 95.0, 85.76, 0.341; GCA_036498385.1, s__Klebsiella sp036498385, 95.0, 85.33, 0.216; GCF_005860775.1, s__Klebsiella indica, 95.0, 85.14, 0.258	28.38	11	N/A	N/A
bin.44	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
bin.45	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.0%)
bin.5	Unclassified	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	No bacterial or archaeal marker
bin.6	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (0.8%)
bin.7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	96.89	0.851	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCF_003697165.2, s__Escherichia coli, 95.0, 96.89, 0.851; GCF_036503815.1, s__Escherichia coli_F, 95.84, 95.92, 0.885; GCF_002965065.1, s__Escherichia sp002965065, 95.0, 94.28, 0.736; GCF_004211955.1, s__Escherichia sp004211955, 95.0, 93.4, 0.786; GCF_005843885.1, s__Escherichia sp005843885, 95.0, 93.29, 0.803; GCF_031323975.1, s__Escherichia ruysiae, 95.0, 93.2, 0.796; GCA_011881725.1, s__Escherichia coli_E, 95.0, 92.15, 0.759; GCF_014836715.1, s__Escherichia whittamii, 95.0, 92.02, 0.792; GCF_000026225.1, s__Escherichia fergusonii, 95.0, 91.87, 0.621; GCF_002900365.1, s__Escherichia marmotae, 95.0, 90.94, 0.751; GCF_000759775.1, s__Escherichia albertii, 95.0, 90.41, 0.696	55.44	11	N/A	N/A
bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	99.64	0.823	GCF_000382445.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola massiliensis	99.64	0.823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 94.62, 0.391; GCF_021730445.1, s__Phocaeicola faecalis, 95.0, 90.52, 0.615	35.09	11	N/A	N/A
bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.58	0.863	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	98.58	0.863	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_040096245.1, s__Acetatifactor hominis, 95.0, 89.7, 0.541; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 89.68, 0.563; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 88.88, 0.522; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.83, 0.628; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.74, 0.564; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 88.58, 0.507; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 88.39, 0.508; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 87.75, 0.497; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 87.34, 0.45; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 86.77, 0.474; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 86.77, 0.424; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 86.71, 0.425; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.59, 0.452; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 85.66, 0.331; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 85.31, 0.381	75.06	11	N/A	N/A
