seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
k141_82235	2473	No terminal repeats	NA	3	11	0.9702	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66584	2551	No terminal repeats	NA	6	11	0.9700	NA	0	6.5039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68933|provirus_1_59042	59042	Provirus	1-59042	78	11	0.9699	NA	11	63.9433	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_55219	17743	No terminal repeats	NA	22	11	0.9697	NA	2	21.8978	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_455	5386	No terminal repeats	NA	7	11	0.9696	NA	1	6.6613	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2104	453	No terminal repeats	NA	1	11	0.9695	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_17562	5366	No terminal repeats	NA	4	11	0.9693	NA	0	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_43951	2389	No terminal repeats	NA	3	11	0.9692	NA	2	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_79517	3371	No terminal repeats	NA	1	11	0.9692	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32234	18845	No terminal repeats	NA	23	11	0.9691	NA	1	9.2953	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_75220	9694	No terminal repeats	NA	15	11	0.9688	NA	2	12.3870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_40418	1497	No terminal repeats	NA	4	11	0.9688	NA	1	6.6109	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_80014	2113	No terminal repeats	NA	4	11	0.9688	NA	1	6.7964	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_27882	1409	No terminal repeats	NA	4	11	0.9687	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46466	2796	No terminal repeats	NA	5	11	0.9686	NA	2	4.8795	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_75033	798	No terminal repeats	NA	3	11	0.9686	NA	1	2.9771	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_59309	2269	No terminal repeats	NA	2	11	0.9684	NA	1	2.9465	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_59573	39397	No terminal repeats	NA	64	11	0.9684	NA	1	73.5873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_7242	3194	No terminal repeats	NA	5	11	0.9684	NA	1	6.0578	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_7403|provirus_50531_101659	51129	Provirus	50531-101659	55	11	0.9683	NA	14	54.5767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_51096	4921	No terminal repeats	NA	7	11	0.9682	NA	2	2.5606	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_25827	4101	No terminal repeats	NA	3	11	0.9682	NA	3	4.4028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13815	3220	No terminal repeats	NA	5	11	0.9681	NA	1	3.8517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_23711	17239	No terminal repeats	NA	20	11	0.9680	NA	2	21.7395	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1412	1212	No terminal repeats	NA	2	11	0.9680	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8997	1237	No terminal repeats	NA	1	11	0.9679	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11345	1838	No terminal repeats	NA	2	11	0.9679	NA	1	3.1149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_82176	9658	No terminal repeats	NA	20	11	0.9678	NA	1	5.4162	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9608|provirus_35114_39259	4146	Provirus	35114-39259	10	11	0.9677	NA	0	8.5914	Unclassified
k141_22920	1539	No terminal repeats	NA	3	11	0.9677	NA	2	4.2317	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_27325	7319	No terminal repeats	NA	15	11	0.9677	NA	1	7.0297	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_52391	4339	No terminal repeats	NA	6	11	0.9676	NA	1	8.2874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19473	653	No terminal repeats	NA	1	11	0.9676	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_12607	471	No terminal repeats	NA	1	11	0.9673	NA	1	1.5427	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae
k141_8620|provirus_2_5788	5787	Provirus	2-5788	12	11	0.9673	NA	0	9.1747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29019	1527	No terminal repeats	NA	2	11	0.9673	NA	2	2.9844	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_30860	6459	No terminal repeats	NA	9	11	0.9672	NA	1	10.3378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71549	2528	No terminal repeats	NA	5	11	0.9668	NA	0	6.6849	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65261	3288	No terminal repeats	NA	5	11	0.9668	NA	3	4.1929	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71500	1730	No terminal repeats	NA	2	11	0.9661	NA	1	3.0174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37682	967	No terminal repeats	NA	2	11	0.9660	NA	1	3.1088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39166	1916	No terminal repeats	NA	7	11	0.9659	NA	1	9.4110	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36167	2628	No terminal repeats	NA	6	11	0.9659	NA	0	6.6393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_69995	7377	No terminal repeats	NA	17	11	0.9658	NA	1	7.2547	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63194	37716	No terminal repeats	NA	25	11	0.9658	NA	3	32.8715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60119	4118	No terminal repeats	NA	5	11	0.9657	NA	2	6.0237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2206	7721	No terminal repeats	NA	11	11	0.9657	NA	0	6.5877	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_28047	40921	No terminal repeats	NA	59	11	0.9657	NA	8	38.7790	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_81958	1718	No terminal repeats	NA	3	11	0.9656	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_38297	2606	No terminal repeats	NA	3	11	0.9654	NA	2	4.6537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45069	6564	No terminal repeats	NA	10	11	0.9647	NA	0	10.5495	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36441	2941	No terminal repeats	NA	4	11	0.9646	NA	2	4.6478	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_33933	32420	No terminal repeats	NA	39	11	0.9644	NA	11	50.4789	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_27344	2811	No terminal repeats	NA	4	11	0.9644	NA	2	5.5831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36758	6418	No terminal repeats	NA	9	11	0.9643	NA	0	8.1496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2926	7035	No terminal repeats	NA	8	11	0.9643	NA	0	5.9181	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_81821	26489	No terminal repeats	NA	26	11	0.9643	NA	0	29.2625	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_26872	1576	No terminal repeats	NA	3	11	0.9643	NA	1	4.1053	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_49238	890	No terminal repeats	NA	3	11	0.9643	NA	1	4.8875	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57671	932	No terminal repeats	NA	2	11	0.9639	NA	2	3.2536	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24352	922	No terminal repeats	NA	2	11	0.9639	NA	1	2.8815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_69039	318	No terminal repeats	NA	1	11	0.9638	NA	1	1.5240	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_35993	2847	No terminal repeats	NA	3	11	0.9636	NA	0	3.0002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9937	870	No terminal repeats	NA	2	11	0.9635	NA	1	2.8807	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_69377	1299	No terminal repeats	NA	4	11	0.9631	NA	3	4.9193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14483	355	No terminal repeats	NA	1	11	0.9628	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_80744	11851	No terminal repeats	NA	20	11	0.9628	NA	0	6.7533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56226	3192	No terminal repeats	NA	5	11	0.9627	NA	1	6.5010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32502	554	No terminal repeats	NA	1	11	0.9625	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56614	2227	No terminal repeats	NA	2	11	0.9625	NA	1	2.3741	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_31440	1650	No terminal repeats	NA	3	11	0.9620	NA	2	4.9483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_57213	9941	No terminal repeats	NA	12	11	0.9619	NA	1	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65446	354	No terminal repeats	NA	2	11	0.9618	NA	1	3.3770	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_44214	2189	No terminal repeats	NA	2	11	0.9618	NA	2	3.2346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_33818	1605	No terminal repeats	NA	2	11	0.9616	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19566	2442	No terminal repeats	NA	2	11	0.9613	NA	1	2.1982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_55439	607	No terminal repeats	NA	1	11	0.9612	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_46842	6634	No terminal repeats	NA	8	11	0.9611	NA	1	10.6398	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_19214	1958	No terminal repeats	NA	3	11	0.9611	NA	1	3.4065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_64695	10531	No terminal repeats	NA	14	11	0.9609	NA	2	5.0288	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8566	2101	No terminal repeats	NA	4	11	0.9606	NA	1	4.2282	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_72947	2165	No terminal repeats	NA	2	11	0.9605	NA	2	3.2545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_21202	1403	No terminal repeats	NA	1	11	0.9604	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_61227	13853	No terminal repeats	NA	20	11	0.9601	NA	5	21.4668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_65480	1221	No terminal repeats	NA	2	11	0.9601	NA	1	3.2077	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_47372	6595	No terminal repeats	NA	15	11	0.9595	NA	1	14.4342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_58975	466	No terminal repeats	NA	1	11	0.9593	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_15778	3374	No terminal repeats	NA	7	11	0.9593	NA	3	10.9950	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13923	303	No terminal repeats	NA	2	11	0.9592	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37156	7104	No terminal repeats	NA	7	11	0.9591	NA	0	5.1196	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66589	2970	No terminal repeats	NA	3	11	0.9589	NA	0	2.5435	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_23813	691	No terminal repeats	NA	2	11	0.9588	NA	2	2.7574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_29024	15750	No terminal repeats	NA	18	11	0.9588	NA	0	8.7456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62410|provirus_175_12164	11990	Provirus	175-12164	13	11	0.9586	NA	2	7.7316	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_78315	1902	No terminal repeats	NA	3	11	0.9585	NA	1	3.3914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_58938	1298	No terminal repeats	NA	3	11	0.9585	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_13003	1595	No terminal repeats	NA	3	11	0.9579	NA	1	4.1768	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2250	1704	No terminal repeats	NA	4	11	0.9579	NA	4	5.8549	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_77230	2255	No terminal repeats	NA	3	11	0.9576	NA	2	5.1406	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9923	439	No terminal repeats	NA	2	11	0.9576	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_72523	10620	No terminal repeats	NA	8	11	0.9575	NA	3	7.4310	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_50007	1454	No terminal repeats	NA	1	11	0.9575	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_814	3770	No terminal repeats	NA	6	11	0.9573	NA	0	4.7470	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_11481	1532	No terminal repeats	NA	2	11	0.9569	NA	1	2.9859	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_15552	811	No terminal repeats	NA	2	11	0.9568	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_36448	328	No terminal repeats	NA	1	11	0.9562	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39737	1923	No terminal repeats	NA	3	11	0.9562	NA	1	4.0828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_61727	1804	No terminal repeats	NA	5	11	0.9561	NA	1	6.4731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_52290	12186	No terminal repeats	NA	12	11	0.9560	NA	2	8.7107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10248	2118	No terminal repeats	NA	4	11	0.9558	NA	2	4.6461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_80939	1411	No terminal repeats	NA	4	11	0.9553	NA	1	4.2296	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_10306	386	No terminal repeats	NA	1	11	0.9548	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71757	621	No terminal repeats	NA	2	11	0.9548	NA	1	3.1840	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_66618	2974	No terminal repeats	NA	5	11	0.9546	NA	0	2.7528	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3605	3214	No terminal repeats	NA	3	11	0.9546	NA	1	3.0126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39641	856	No terminal repeats	NA	2	11	0.9545	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14077	3026	No terminal repeats	NA	4	11	0.9543	NA	0	4.8535	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60915	977	No terminal repeats	NA	3	11	0.9541	NA	1	3.2496	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45467	2053	No terminal repeats	NA	3	11	0.9539	NA	1	5.1307	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_37353	23468	No terminal repeats	NA	35	11	0.9531	NA	4	29.7866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71890	1224	No terminal repeats	NA	2	11	0.9530	NA	2	2.6393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32609	2299	No terminal repeats	NA	3	11	0.9527	NA	1	3.1165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_50551	6580	No terminal repeats	NA	9	11	0.9526	NA	1	8.3848	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56862	3622	No terminal repeats	NA	8	11	0.9524	NA	0	1.2960	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39240	3993	No terminal repeats	NA	1	11	0.9521	NA	0	1.2308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_77512	1327	No terminal repeats	NA	1	11	0.9521	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_60165	4231	No terminal repeats	NA	5	11	0.9520	NA	2	5.1526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68897	4214	No terminal repeats	NA	1	11	0.9519	NA	0	1.3665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62129	578	No terminal repeats	NA	1	11	0.9518	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_67663	2825	No terminal repeats	NA	4	11	0.9517	NA	0	2.7769	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_9211	1475	No terminal repeats	NA	1	11	0.9516	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53825	965	No terminal repeats	NA	2	11	0.9512	NA	2	2.9752	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_25544	2813	No terminal repeats	NA	5	11	0.9512	NA	1	6.4481	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_81364	4888	No terminal repeats	NA	9	11	0.9511	NA	0	2.5745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_5373	661	No terminal repeats	NA	2	11	0.9509	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_71153	2590	No terminal repeats	NA	6	11	0.9509	NA	2	5.5831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70708	15796	No terminal repeats	NA	14	11	0.9506	NA	0	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_1434	738	No terminal repeats	NA	3	11	0.9506	NA	1	3.0886	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_22029	7988	No terminal repeats	NA	7	11	0.9502	NA	0	6.8431	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_24318	372	No terminal repeats	NA	2	11	0.9500	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8715|provirus_1_17799	17799	Provirus	1-17799	25	11	0.9497	NA	6	21.9819	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_61187	2876	No terminal repeats	NA	4	11	0.9496	NA	1	1.2533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41776	1702	No terminal repeats	NA	3	11	0.9493	NA	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_14332	1942	No terminal repeats	NA	2	11	0.9492	NA	1	3.4324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_22137	1338	No terminal repeats	NA	2	11	0.9491	NA	1	2.8281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_67714	3671	No terminal repeats	NA	5	11	0.9490	NA	0	3.8343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_8515|provirus_172015_186866	14852	Provirus	172015-186866	20	11	0.9486	NA	1	17.3937	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_45185	1231	No terminal repeats	NA	1	11	0.9486	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_68881	17779	No terminal repeats	NA	33	11	0.9485	NA	0	19.3713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_39195	4368	No terminal repeats	NA	11	11	0.9484	NA	0	9.8356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_56822	522	No terminal repeats	NA	1	11	0.9482	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_3073	2302	No terminal repeats	NA	2	11	0.9482	NA	2	2.8716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_34377	1884	No terminal repeats	NA	4	11	0.9482	NA	1	4.9909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63640	337	No terminal repeats	NA	2	11	0.9481	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_53810	674	No terminal repeats	NA	1	11	0.9477	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_50207	340	No terminal repeats	NA	2	11	0.9474	NA	2	2.9558	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_42385	3395	No terminal repeats	NA	6	11	0.9474	NA	1	4.5596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_32219	6045	No terminal repeats	NA	13	11	0.9473	NA	0	4.3977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62822	2709	No terminal repeats	NA	4	11	0.9470	NA	2	4.2911	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_59728	5039	No terminal repeats	NA	3	11	0.9468	NA	0	2.2615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_63813	1764	No terminal repeats	NA	1	11	0.9467	NA	1	1.2105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_41416	821	No terminal repeats	NA	2	11	0.9467	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62126	3175	No terminal repeats	NA	3	11	0.9467	NA	1	3.4112	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_2680	1391	No terminal repeats	NA	3	11	0.9465	NA	1	2.5103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_27291	2891	No terminal repeats	NA	3	11	0.9464	NA	3	3.9370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_62783	22698	No terminal repeats	NA	30	11	0.9463	NA	1	11.9810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_81936	623	No terminal repeats	NA	1	11	0.9461	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_42122	1120	No terminal repeats	NA	2	11	0.9460	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_73002	835	No terminal repeats	NA	2	11	0.9456	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_78311	605	No terminal repeats	NA	1	11	0.9456	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_75803|provirus_7760_21000	13241	Provirus	7760-21000	17	11	0.9448	NA	7	10.9475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_31430	2864	No terminal repeats	NA	6	11	0.9448	NA	0	2.7004	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_70775	775	No terminal repeats	NA	2	11	0.9445	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
k141_64036	555	No terminal repeats	NA	2	11	0.9443	NA	1	1.6517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
