user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.36	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	GCF_000156655.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	98.32	0.673	GCF_000156655.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis	98.32	0.673	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_938036765.1, s__Holdemanella sp900547815, 95.0, 92.03, 0.657; GCF_934754935.1, s__Holdemanella sp934754935, 95.0, 91.65, 0.66; GCF_024460475.1, s__Holdemanella sp900556915, 95.94, 90.71, 0.556; GCF_014306155.1, s__Holdemanella hominis, 95.87, 90.55, 0.559; GCF_009696075.1, s__Holdemanella porci, 95.0, 90.18, 0.614; GCA_003436425.1, s__Holdemanella sp003436425, 95.0, 90.14, 0.516; GCF_934772795.1, s__Holdemanella sp934772795, 95.18, 89.97, 0.544; GCF_003458715.1, s__Holdemanella sp003458715, 95.0, 88.95, 0.527; GCF_900754615.1, s__Holdemanella sp900754615, 95.0, 88.64, 0.561	85.33	11	N/A	N/A
bin.37	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.69	0.693	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__Apopatocola sp003522945	97.69	0.693	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Apopatocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002404605.1, s__Apopatocola sp002404605, 95.0, 92.31, 0.67; GCA_963617605.1, s__Apopatocola sp963617605, 95.0, 91.52, 0.531; GCA_004557735.1, s__Apopatocola sp004557735, 95.0, 91.05, 0.622; GCA_963645975.1, s__Apopatocola sp963645975, 95.0, 90.5, 0.458; GCA_963618015.1, s__Apopatocola sp963618015, 95.0, 90.46, 0.614; GCA_934511165.1, s__Apopatocola sp934511165, 95.0, 90.41, 0.542; GCA_934533005.1, s__Apopatocola sp934533005, 95.0, 89.99, 0.509; GCA_900763675.1, s__Apopatocola sp900763675, 95.0, 88.53, 0.417	34.61	11	N/A	N/A
bin.38	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.0%)
bin.39	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.38	0.703	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	98.38	0.703	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 96.13, 0.627; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 95.21, 0.629; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 91.23, 0.54; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 90.75, 0.475	20.73	11	N/A	N/A
bin.4	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	99.05	0.916	GCA_000435195.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__Negativibacillus sp000435195	99.05	0.916	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902490335.1, s__Negativibacillus sp902490335, 95.0, 94.21, 0.674	59.31	11	N/A	N/A
bin.40	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.37	0.876	GCA_003514385.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	96.37	0.876	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963592475.1, s__CAG-177 sp963592475, 95.0, 95.19, 0.895; GCA_002451755.1, s__CAG-177 sp002451755, 95.0, 94.37, 0.815; GCA_002438685.1, s__CAG-177 sp002438685, 95.0, 93.8, 0.77; GCA_963612725.1, s__CAG-177 sp963612725, 95.0, 90.59, 0.733; GCA_963620555.1, s__CAG-177 sp963620555, 95.0, 90.45, 0.732; GCA_003538135.1, s__CAG-177 sp003538135, 95.0, 90.06, 0.727; GCA_900770255.1, s__CAG-177 sp900770255, 95.0, 80.56, 0.208	83.44	11	N/A	N/A
bin.41	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (2.4%)
bin.42	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_025148125.1	95.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.13	0.815	GCF_025148125.1	95.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	98.13	0.815	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 94.28, 0.595; GCF_018919065.1, s__Blautia_A sp018919065, 95.0, 87.15, 0.36; GCF_014297245.1, s__Blautia_A difficilis, 95.0, 87.09, 0.236; GCA_934437695.1, s__Blautia_A sp934437695, 95.0, 86.66, 0.197; GCA_003471165.1, s__Blautia_A sp003471165, 95.0, 86.55, 0.349; GCF_033096465.1, s__Blautia_A luti, 95.0, 85.63, 0.259; GCA_003477525.1, s__Blautia_A sp003477525, 95.0, 84.99, 0.223; GCF_934416185.1, s__Blautia_A sp934416185, 95.0, 84.55, 0.297; GCA_963605995.1, s__Blautia_A sp963605995, 95.0, 83.04, 0.179	17.85	11	N/A	N/A
bin.43	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485	GCA_900541485.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485	96.68	0.822	GCA_900541485.1	95.0	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900541485	96.68	0.822	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900547785.1, s__Dialister sp900547785, 95.0, 89.55, 0.408	39.18	11	N/A	N/A
bin.44	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	GCF_040096185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	97.89	0.925	GCF_040096185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia intestinalis	97.89	0.925	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	72.5	11	N/A	N/A
bin.45	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.9%)
bin.46	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	GCF_009695995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	97.24	0.761	GCF_009695995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor intestinalis	97.24	0.761	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_040096245.1, s__Acetatifactor hominis, 95.0, 93.81, 0.672; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 93.51, 0.608; GCF_025567015.1, s__Acetatifactor acetigignens, 95.0, 90.55, 0.544; GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 90.17, 0.453; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 89.42, 0.364; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 89.31, 0.411; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.84, 0.347; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 88.82, 0.399; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 88.5, 0.243; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 88.44, 0.328; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 88.24, 0.362; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.23, 0.352; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 88.21, 0.237; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 87.91, 0.35; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 85.83, 0.213	22.68	11	N/A	N/A
bin.47	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	GCF_004343035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	99.91	0.922	GCF_004343035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	99.91	0.922	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900538465.1, s__Longibaculum sp900538465, 95.0, 85.0, 0.259	28.81	11	N/A	N/A
bin.48	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	97.82	0.87	GCF_020687165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	97.82	0.87	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934643185.1, s__Hominenteromicrobium sp934643185, 95.0, 94.02, 0.748	31.59	11	N/A	N/A
bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	97.97	0.841	GCF_040096305.1	95.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	97.97	0.841	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002834225.1, s__Ruminococcoides bromii, 95.0, 96.12, 0.798; GCA_905215855.1, s__Ruminococcoides sp905215855, 95.0, 95.7, 0.809; GCA_902771755.1, s__Ruminococcoides sp902771755, 95.0, 92.13, 0.741; GCA_902766775.1, s__Ruminococcoides sp902766775, 95.0, 90.68, 0.709; GCF_003438075.1, s__Ruminococcoides sp003438075, 95.0, 82.23, 0.153	18.9	11	N/A	N/A
bin.6	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.26	0.951	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.26	0.951	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 90.09, 0.361; GCA_963596755.1, s__Fusicatenibacter sp963596755, 95.0, 89.18, 0.56; GCA_963661155.1, s__Fusicatenibacter massiliensis_A, 95.0, 88.34, 0.521	57.21	11	N/A	N/A
bin.7	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	99.01	0.883	GCF_003024675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__Faecalibacillus faecis	99.01	0.883	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_030540195.1, s__Faecalibacillus sp030540195, 95.0, 91.83, 0.661; GCF_003024685.1, s__Faecalibacillus intestinalis, 95.0, 90.44, 0.582; GCA_958421935.1, s__Faecalibacillus sp900544435, 95.0, 88.98, 0.525; GCA_963618275.1, s__Faecalibacillus sp963618275, 95.0, 87.96, 0.514	45.87	11	N/A	N/A
bin.8	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	GCF_004343035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	99.98	0.961	GCF_004343035.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__Longibaculum muris	99.98	0.961	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Longibaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900538465.1, s__Longibaculum sp900538465, 95.0, 86.71, 0.39	52.6	11	N/A	N/A
bin.9	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (9.3%)
